Country,Store ID,Product Category,Product ID,Inflation Rate,GDP Growth Rate,Date of Sale,Price Sold,Units Sold,Year-Month
France,7,Womens,15,2.33,1.66,2023-08-16,26.5,16,2023-08
France,8,Womens,15,2.33,1.66,2023-08-16,26.5,24,2023-08
France,9,Womens,15,2.33,1.66,2023-08-16,26.5,39,2023-08
France,7,Womens,15,2.33,1.66,2023-08-17,26.5,14,2023-08
France,8,Womens,15,2.33,1.66,2023-08-17,26.5,26,2023-08
France,9,Womens,15,2.33,1.66,2023-08-17,26.5,38,2023-08
France,7,Womens,15,2.33,1.66,2023-08-18,26.5,19,2023-08
France,8,Womens,15,2.33,1.66,2023-08-18,26.5,27,2023-08
France,9,Womens,15,2.33,1.66,2023-08-18,26.5,41,2023-08
France,7,Womens,15,2.33,1.66,2023-08-19,26.5,20,2023-08
France,8,Womens,15,2.33,1.66,2023-08-19,26.5,30,2023-08
France,9,Womens,15,2.33,1.66,2023-08-19,26.5,39,2023-08
France,7,Womens,15,2.33,1.66,2023-08-20,26.5,20,2023-08
France,8,Womens,15,2.33,1.66,2023-08-20,26.5,28,2023-08
France,9,Womens,15,2.33,1.66,2023-08-20,26.5,39,2023-08
France,7,Womens,15,2.33,1.66,2023-08-21,26.5,22,2023-08
France,8,Womens,15,2.33,1.66,2023-08-21,26.5,32,2023-08
France,9,Womens,15,2.33,1.66,2023-08-21,26.5,41,2023-08
France,7,Womens,15,2.33,1.66,2023-08-22,26.5,22,2023-08
France,8,Womens,15,2.33,1.66,2023-08-22,26.5,27,2023-08
France,9,Womens,15,2.33,1.66,2023-08-22,26.5,41,2023-08
France,7,Womens,15,2.33,1.66,2023-08-23,26.5,22,2023-08
France,8,Womens,15,2.33,1.66,2023-08-23,26.5,27,2023-08
France,9,Womens,15,2.33,1.66,2023-08-23,26.5,44,2023-08
France,7,Womens,15,2.33,1.66,2023-08-24,26.5,22,2023-08
France,8,Womens,15,2.33,1.66,2023-08-24,26.5,29,2023-08
France,9,Womens,15,2.33,1.66,2023-08-24,26.5,44,2023-08
France,7,Womens,15,2.33,1.66,2023-08-25,26.5,22,2023-08
France,8,Womens,15,2.33,1.66,2023-08-25,26.5,33,2023-08
France,9,Womens,15,2.33,1.66,2023-08-25,26.5,44,2023-08
France,7,Womens,15,2.33,1.66,2023-08-26,26.5,19,2023-08
France,8,Womens,15,2.33,1.66,2023-08-26,26.5,34,2023-08
France,9,Womens,15,2.33,1.66,2023-08-26,26.5,50,2023-08
France,7,Womens,15,2.33,1.66,2023-08-27,26.5,24,2023-08
France,8,Womens,15,2.33,1.66,2023-08-27,26.5,34,2023-08
France,9,Womens,15,2.33,1.66,2023-08-27,26.5,50,2023-08
France,7,Womens,15,2.33,1.66,2023-08-28,26.5,23,2023-08
France,8,Womens,15,2.33,1.66,2023-08-28,26.5,36,2023-08
France,9,Womens,15,2.33,1.66,2023-08-28,26.5,47,2023-08
France,7,Womens,15,2.33,1.66,2023-08-29,26.5,23,2023-08
France,8,Womens,15,2.33,1.66,2023-08-29,26.5,34,2023-08
France,9,Womens,15,2.33,1.66,2023-08-29,26.5,53,2023-08
France,7,Womens,15,2.33,1.66,2023-08-30,26.5,20,2023-08
France,8,Womens,15,2.33,1.66,2023-08-30,26.5,32,2023-08
France,9,Womens,15,2.33,1.66,2023-08-30,26.5,51,2023-08
France,7,Womens,15,2.33,1.66,2023-08-31,26.5,27,2023-08
France,8,Womens,15,2.33,1.66,2023-08-31,26.5,36,2023-08
France,9,Womens,15,2.33,1.66,2023-08-31,26.5,52,2023-08
France,7,Womens,15,1.65,1.67,2023-09-01,27.0,30,2023-09
France,8,Womens,15,1.65,1.67,2023-09-01,27.0,16,2023-09
France,9,Womens,15,1.65,1.67,2023-09-01,27.0,14,2023-09
France,7,Womens,15,1.65,1.67,2023-09-02,27.0,26,2023-09
France,8,Womens,15,1.65,1.67,2023-09-02,27.0,18,2023-09
France,9,Womens,15,1.65,1.67,2023-09-02,27.0,20,2023-09
France,7,Womens,15,1.65,1.67,2023-09-03,27.0,29,2023-09
France,8,Womens,15,1.65,1.67,2023-09-03,27.0,22,2023-09
France,9,Womens,15,1.65,1.67,2023-09-03,27.0,15,2023-09
France,7,Womens,15,1.65,1.67,2023-09-04,27.0,32,2023-09
France,8,Womens,15,1.65,1.67,2023-09-04,27.0,23,2023-09
France,9,Womens,15,1.65,1.67,2023-09-04,27.0,15,2023-09
France,7,Womens,15,1.65,1.67,2023-09-05,27.0,31,2023-09
France,8,Womens,15,1.65,1.67,2023-09-05,27.0,22,2023-09
France,9,Womens,15,1.65,1.67,2023-09-05,27.0,20,2023-09
France,7,Womens,15,1.65,1.67,2023-09-06,27.0,29,2023-09
France,8,Womens,15,1.65,1.67,2023-09-06,27.0,20,2023-09
France,9,Womens,15,1.65,1.67,2023-09-06,27.0,15,2023-09
France,7,Womens,15,1.65,1.67,2023-09-07,27.0,29,2023-09
France,8,Womens,15,1.65,1.67,2023-09-07,27.0,23,2023-09
France,9,Womens,15,1.65,1.67,2023-09-07,27.0,16,2023-09
France,7,Womens,15,1.65,1.67,2023-09-08,27.0,32,2023-09
France,8,Womens,15,1.65,1.67,2023-09-08,27.0,24,2023-09
France,9,Womens,15,1.65,1.67,2023-09-08,27.0,18,2023-09
France,7,Womens,15,1.65,1.67,2023-09-09,27.0,31,2023-09
France,8,Womens,15,1.65,1.67,2023-09-09,27.0,23,2023-09
France,9,Womens,15,1.65,1.67,2023-09-09,27.0,20,2023-09
France,7,Womens,15,1.65,1.67,2023-09-10,27.0,30,2023-09
France,8,Womens,15,1.65,1.67,2023-09-10,27.0,21,2023-09
France,9,Womens,15,1.65,1.67,2023-09-10,27.0,21,2023-09
France,7,Womens,15,1.65,1.67,2023-09-11,27.0,34,2023-09
France,8,Womens,15,1.65,1.67,2023-09-11,27.0,23,2023-09
France,9,Womens,15,1.65,1.67,2023-09-11,27.0,20,2023-09
France,7,Womens,15,1.65,1.67,2023-09-12,27.0,35,2023-09
France,8,Womens,15,1.65,1.67,2023-09-12,27.0,24,2023-09
France,9,Womens,15,1.65,1.67,2023-09-12,27.0,17,2023-09
France,7,Womens,15,1.65,1.67,2023-09-13,27.0,32,2023-09
France,8,Womens,15,1.65,1.67,2023-09-13,27.0,20,2023-09
France,9,Womens,15,1.65,1.67,2023-09-13,27.0,19,2023-09
France,7,Womens,15,1.65,1.67,2023-09-14,27.0,36,2023-09
France,8,Womens,15,1.65,1.67,2023-09-14,27.0,24,2023-09
France,9,Womens,15,1.65,1.67,2023-09-14,27.0,21,2023-09
France,7,Womens,15,1.65,1.67,2023-09-15,27.0,34,2023-09
France,8,Womens,15,1.65,1.67,2023-09-15,27.0,27,2023-09
France,9,Womens,15,1.65,1.67,2023-09-15,27.0,21,2023-09
France,7,Womens,15,1.65,1.67,2023-09-16,27.0,39,2023-09
France,8,Womens,15,1.65,1.67,2023-09-16,27.0,21,2023-09
France,9,Womens,15,1.65,1.67,2023-09-16,27.0,21,2023-09
France,7,Womens,15,1.65,1.67,2023-09-17,27.0,35,2023-09
France,8,Womens,15,1.65,1.67,2023-09-17,27.0,24,2023-09
France,9,Womens,15,1.65,1.67,2023-09-17,27.0,22,2023-09
France,7,Womens,15,1.65,1.67,2023-09-18,27.0,38,2023-09
France,8,Womens,15,1.65,1.67,2023-09-18,27.0,23,2023-09
France,9,Womens,15,1.65,1.67,2023-09-18,27.0,20,2023-09
France,7,Womens,15,1.65,1.67,2023-09-19,27.0,35,2023-09
France,8,Womens,15,1.65,1.67,2023-09-19,27.0,25,2023-09
France,9,Womens,15,1.65,1.67,2023-09-19,27.0,24,2023-09
France,7,Womens,15,1.65,1.67,2023-09-20,27.0,40,2023-09
France,8,Womens,15,1.65,1.67,2023-09-20,27.0,29,2023-09
France,9,Womens,15,1.65,1.67,2023-09-20,27.0,23,2023-09
France,7,Womens,15,1.65,1.67,2023-09-21,27.0,37,2023-09
France,8,Womens,15,1.65,1.67,2023-09-21,27.0,26,2023-09
France,9,Womens,15,1.65,1.67,2023-09-21,27.0,23,2023-09
France,7,Womens,15,1.65,1.67,2023-09-22,27.0,36,2023-09
France,8,Womens,15,1.65,1.67,2023-09-22,27.0,26,2023-09
France,9,Womens,15,1.65,1.67,2023-09-22,27.0,27,2023-09
France,7,Womens,15,1.65,1.67,2023-09-23,27.0,39,2023-09
France,8,Womens,15,1.65,1.67,2023-09-23,27.0,27,2023-09
France,9,Womens,15,1.65,1.67,2023-09-23,27.0,21,2023-09
France,7,Womens,15,1.65,1.67,2023-09-24,27.0,42,2023-09
France,8,Womens,15,1.65,1.67,2023-09-24,27.0,26,2023-09
France,9,Womens,15,1.65,1.67,2023-09-24,27.0,23,2023-09
France,7,Womens,15,1.65,1.67,2023-09-25,27.0,41,2023-09
France,8,Womens,15,1.65,1.67,2023-09-25,27.0,26,2023-09
France,9,Womens,15,1.65,1.67,2023-09-25,27.0,22,2023-09
France,7,Womens,15,1.65,1.67,2023-09-26,27.0,45,2023-09
France,8,Womens,15,1.65,1.67,2023-09-26,27.0,31,2023-09
France,9,Womens,15,1.65,1.67,2023-09-26,27.0,28,2023-09
France,7,Womens,15,1.65,1.67,2023-09-27,27.0,43,2023-09
France,8,Womens,15,1.65,1.67,2023-09-27,27.0,30,2023-09
France,9,Womens,15,1.65,1.67,2023-09-27,27.0,26,2023-09
France,7,Womens,15,1.65,1.67,2023-09-28,27.0,46,2023-09
France,8,Womens,15,1.65,1.67,2023-09-28,27.0,33,2023-09
France,9,Womens,15,1.65,1.67,2023-09-28,27.0,27,2023-09
France,7,Womens,15,1.65,1.67,2023-09-29,27.0,41,2023-09
France,8,Womens,15,1.65,1.67,2023-09-29,27.0,29,2023-09
France,9,Womens,15,1.65,1.67,2023-09-29,27.0,26,2023-09
France,7,Womens,15,1.65,1.67,2023-09-30,27.0,42,2023-09
France,8,Womens,15,1.65,1.67,2023-09-30,27.0,32,2023-09
France,9,Womens,15,1.65,1.67,2023-09-30,27.0,30,2023-09
France,7,Womens,15,0.97,-0.05,2023-10-01,27.5,24,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-01,27.5,30,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-01,27.5,17,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-02,27.5,24,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-02,27.5,25,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-02,27.5,18,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-03,27.5,25,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-03,27.5,31,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-03,27.5,20,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-04,27.5,26,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-04,27.5,31,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-04,27.5,18,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-05,27.5,22,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-05,27.5,25,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-05,27.5,16,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-06,27.5,26,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-06,27.5,28,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-06,27.5,15,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-07,27.5,24,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-07,27.5,29,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-07,27.5,15,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-08,27.5,26,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-08,27.5,30,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-08,27.5,21,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-09,27.5,25,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-09,27.5,29,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-09,27.5,18,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-10,27.5,26,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-10,27.5,32,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-10,27.5,19,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-11,27.5,22,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-11,27.5,28,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-11,27.5,17,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-12,27.5,25,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-12,27.5,29,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-12,27.5,17,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-13,27.5,22,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-13,27.5,31,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-13,27.5,18,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-14,27.5,26,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-14,27.5,28,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-14,27.5,21,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-15,27.5,23,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-15,27.5,32,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-15,27.5,17,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-16,27.5,25,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-16,27.5,34,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-16,27.5,21,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-17,27.5,26,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-17,27.5,32,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-17,27.5,19,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-18,27.5,23,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-18,27.5,30,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-18,27.5,22,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-19,27.5,26,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-19,27.5,35,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-19,27.5,18,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-20,27.5,29,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-20,27.5,29,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-20,27.5,22,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-21,27.5,28,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-21,27.5,34,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-21,27.5,22,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-22,27.5,25,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-22,27.5,33,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-22,27.5,22,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-23,27.5,29,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-23,27.5,34,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-23,27.5,20,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-24,27.5,24,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-24,27.5,31,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-24,27.5,20,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-25,27.5,28,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-25,27.5,37,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-25,27.5,22,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-26,27.5,29,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-26,27.5,34,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-26,27.5,22,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-27,27.5,30,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-27,27.5,34,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-27,27.5,25,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-28,27.5,31,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-28,27.5,37,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-28,27.5,21,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-29,27.5,30,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-29,27.5,32,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-29,27.5,25,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-30,27.5,28,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-30,27.5,35,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-30,27.5,19,2023-10
France,7,Womens,15,0.97,-0.05,2023-10-31,27.5,28,2023-10
France,8,Womens,15,0.97,-0.05,2023-10-31,27.5,35,2023-10
France,9,Womens,15,0.97,-0.05,2023-10-31,27.5,23,2023-10
France,7,Womens,15,1.86,3.23,2023-11-01,28.0,21,2023-11
France,8,Womens,15,1.86,3.23,2023-11-01,28.0,11,2023-11
France,9,Womens,15,1.86,3.23,2023-11-01,28.0,10,2023-11
France,7,Womens,15,1.86,3.23,2023-11-02,28.0,24,2023-11
France,8,Womens,15,1.86,3.23,2023-11-02,28.0,10,2023-11
France,9,Womens,15,1.86,3.23,2023-11-02,28.0,12,2023-11
France,7,Womens,15,1.86,3.23,2023-11-03,28.0,20,2023-11
France,8,Womens,15,1.86,3.23,2023-11-03,28.0,11,2023-11
France,9,Womens,15,1.86,3.23,2023-11-03,28.0,12,2023-11
France,7,Womens,15,1.86,3.23,2023-11-04,28.0,21,2023-11
France,8,Womens,15,1.86,3.23,2023-11-04,28.0,16,2023-11
France,9,Womens,15,1.86,3.23,2023-11-04,28.0,15,2023-11
France,7,Womens,15,1.86,3.23,2023-11-05,28.0,23,2023-11
France,8,Womens,15,1.86,3.23,2023-11-05,28.0,14,2023-11
France,9,Womens,15,1.86,3.23,2023-11-05,28.0,17,2023-11
France,7,Womens,15,1.86,3.23,2023-11-06,28.0,23,2023-11
France,8,Womens,15,1.86,3.23,2023-11-06,28.0,16,2023-11
France,9,Womens,15,1.86,3.23,2023-11-06,28.0,12,2023-11
France,7,Womens,15,1.86,3.23,2023-11-07,28.0,22,2023-11
France,8,Womens,15,1.86,3.23,2023-11-07,28.0,12,2023-11
France,9,Womens,15,1.86,3.23,2023-11-07,28.0,18,2023-11
France,7,Womens,15,1.86,3.23,2023-11-08,28.0,27,2023-11
France,8,Womens,15,1.86,3.23,2023-11-08,28.0,17,2023-11
France,9,Womens,15,1.86,3.23,2023-11-08,28.0,16,2023-11
France,7,Womens,15,1.86,3.23,2023-11-09,28.0,24,2023-11
France,8,Womens,15,1.86,3.23,2023-11-09,28.0,17,2023-11
France,9,Womens,15,1.86,3.23,2023-11-09,28.0,17,2023-11
France,7,Womens,15,1.86,3.23,2023-11-10,28.0,25,2023-11
France,8,Womens,15,1.86,3.23,2023-11-10,28.0,12,2023-11
France,9,Womens,15,1.86,3.23,2023-11-10,28.0,18,2023-11
France,7,Womens,15,1.86,3.23,2023-11-11,28.0,23,2023-11
France,8,Womens,15,1.86,3.23,2023-11-11,28.0,15,2023-11
France,9,Womens,15,1.86,3.23,2023-11-11,28.0,17,2023-11
France,7,Womens,15,1.86,3.23,2023-11-12,28.0,27,2023-11
France,8,Womens,15,1.86,3.23,2023-11-12,28.0,14,2023-11
France,9,Womens,15,1.86,3.23,2023-11-12,28.0,16,2023-11
France,7,Womens,15,1.86,3.23,2023-11-13,28.0,26,2023-11
France,8,Womens,15,1.86,3.23,2023-11-13,28.0,16,2023-11
France,9,Womens,15,1.86,3.23,2023-11-13,28.0,13,2023-11
France,7,Womens,15,1.86,3.23,2023-11-14,28.0,29,2023-11
France,8,Womens,15,1.86,3.23,2023-11-14,28.0,17,2023-11
France,9,Womens,15,1.86,3.23,2023-11-14,28.0,17,2023-11
France,7,Womens,15,1.86,3.23,2023-11-15,28.0,31,2023-11
France,8,Womens,15,1.86,3.23,2023-11-15,28.0,18,2023-11
France,9,Womens,15,1.86,3.23,2023-11-15,28.0,18,2023-11
France,7,Womens,15,1.86,3.23,2023-11-16,28.0,28,2023-11
France,8,Womens,15,1.86,3.23,2023-11-16,28.0,15,2023-11
France,9,Womens,15,1.86,3.23,2023-11-16,28.0,14,2023-11
France,7,Womens,15,1.86,3.23,2023-11-17,28.0,27,2023-11
France,8,Womens,15,1.86,3.23,2023-11-17,28.0,13,2023-11
France,9,Womens,15,1.86,3.23,2023-11-17,28.0,16,2023-11
France,7,Womens,15,1.86,3.23,2023-11-18,28.0,27,2023-11
France,8,Womens,15,1.86,3.23,2023-11-18,28.0,17,2023-11
France,9,Womens,15,1.86,3.23,2023-11-18,28.0,21,2023-11
France,7,Womens,15,1.86,3.23,2023-11-19,28.0,33,2023-11
France,8,Womens,15,1.86,3.23,2023-11-19,28.0,18,2023-11
France,9,Womens,15,1.86,3.23,2023-11-19,28.0,16,2023-11
France,7,Womens,15,1.86,3.23,2023-11-20,28.0,34,2023-11
France,8,Womens,15,1.86,3.23,2023-11-20,28.0,19,2023-11
France,9,Womens,15,1.86,3.23,2023-11-20,28.0,18,2023-11
France,7,Womens,15,1.86,3.23,2023-11-21,28.0,32,2023-11
France,8,Womens,15,1.86,3.23,2023-11-21,28.0,19,2023-11
France,9,Womens,15,1.86,3.23,2023-11-21,28.0,17,2023-11
France,7,Womens,15,1.86,3.23,2023-11-22,28.0,32,2023-11
France,8,Womens,15,1.86,3.23,2023-11-22,28.0,21,2023-11
France,9,Womens,15,1.86,3.23,2023-11-22,28.0,20,2023-11
France,7,Womens,15,1.86,3.23,2023-11-23,28.0,35,2023-11
France,8,Womens,15,1.86,3.23,2023-11-23,28.0,19,2023-11
France,9,Womens,15,1.86,3.23,2023-11-23,28.0,16,2023-11
France,7,Womens,15,1.86,3.23,2023-11-24,28.0,36,2023-11
France,8,Womens,15,1.86,3.23,2023-11-24,28.0,19,2023-11
France,9,Womens,15,1.86,3.23,2023-11-24,28.0,22,2023-11
France,7,Womens,15,1.86,3.23,2023-11-25,28.0,35,2023-11
France,8,Womens,15,1.86,3.23,2023-11-25,28.0,21,2023-11
France,9,Womens,15,1.86,3.23,2023-11-25,28.0,23,2023-11
France,7,Womens,15,1.86,3.23,2023-11-26,28.0,38,2023-11
France,8,Womens,15,1.86,3.23,2023-11-26,28.0,18,2023-11
France,9,Womens,15,1.86,3.23,2023-11-26,28.0,24,2023-11
France,7,Womens,15,1.86,3.23,2023-11-27,28.0,37,2023-11
France,8,Womens,15,1.86,3.23,2023-11-27,28.0,19,2023-11
France,9,Womens,15,1.86,3.23,2023-11-27,28.0,20,2023-11
France,7,Womens,15,1.86,3.23,2023-11-28,28.0,35,2023-11
France,8,Womens,15,1.86,3.23,2023-11-28,28.0,23,2023-11
France,9,Womens,15,1.86,3.23,2023-11-28,28.0,18,2023-11
France,7,Womens,15,1.86,3.23,2023-11-29,28.0,37,2023-11
France,8,Womens,15,1.86,3.23,2023-11-29,28.0,19,2023-11
France,9,Womens,15,1.86,3.23,2023-11-29,28.0,24,2023-11
France,7,Womens,15,1.86,3.23,2023-11-30,28.0,39,2023-11
France,8,Womens,15,1.86,3.23,2023-11-30,28.0,18,2023-11
France,9,Womens,15,1.86,3.23,2023-11-30,28.0,20,2023-11
France,7,Womens,15,1.03,2.25,2023-12-01,28.0,30,2023-12
France,8,Womens,15,1.03,2.25,2023-12-01,28.0,23,2023-12
France,9,Womens,15,1.03,2.25,2023-12-01,28.0,30,2023-12
France,7,Womens,15,1.03,2.25,2023-12-02,28.0,31,2023-12
France,8,Womens,15,1.03,2.25,2023-12-02,28.0,18,2023-12
France,9,Womens,15,1.03,2.25,2023-12-02,28.0,27,2023-12
France,7,Womens,15,1.03,2.25,2023-12-03,28.0,30,2023-12
France,8,Womens,15,1.03,2.25,2023-12-03,28.0,23,2023-12
France,9,Womens,15,1.03,2.25,2023-12-03,28.0,26,2023-12
France,7,Womens,15,1.03,2.25,2023-12-04,28.0,30,2023-12
France,8,Womens,15,1.03,2.25,2023-12-04,28.0,21,2023-12
France,9,Womens,15,1.03,2.25,2023-12-04,28.0,28,2023-12
France,7,Womens,15,1.03,2.25,2023-12-05,28.0,32,2023-12
France,8,Womens,15,1.03,2.25,2023-12-05,28.0,22,2023-12
France,9,Womens,15,1.03,2.25,2023-12-05,28.0,29,2023-12
France,7,Womens,15,1.03,2.25,2023-12-06,28.0,26,2023-12
France,8,Womens,15,1.03,2.25,2023-12-06,28.0,19,2023-12
France,9,Womens,15,1.03,2.25,2023-12-06,28.0,26,2023-12
France,7,Womens,15,1.03,2.25,2023-12-07,28.0,31,2023-12
France,8,Womens,15,1.03,2.25,2023-12-07,28.0,25,2023-12
France,9,Womens,15,1.03,2.25,2023-12-07,28.0,28,2023-12
France,7,Womens,15,1.03,2.25,2023-12-08,28.0,33,2023-12
France,8,Womens,15,1.03,2.25,2023-12-08,28.0,26,2023-12
France,9,Womens,15,1.03,2.25,2023-12-08,28.0,31,2023-12
France,7,Womens,15,1.03,2.25,2023-12-09,28.0,33,2023-12
France,8,Womens,15,1.03,2.25,2023-12-09,28.0,24,2023-12
France,9,Womens,15,1.03,2.25,2023-12-09,28.0,30,2023-12
France,7,Womens,15,1.03,2.25,2023-12-10,28.0,34,2023-12
France,8,Womens,15,1.03,2.25,2023-12-10,28.0,26,2023-12
France,9,Womens,15,1.03,2.25,2023-12-10,28.0,34,2023-12
France,7,Womens,15,1.03,2.25,2023-12-11,28.0,33,2023-12
France,8,Womens,15,1.03,2.25,2023-12-11,28.0,20,2023-12
France,9,Womens,15,1.03,2.25,2023-12-11,28.0,32,2023-12
France,7,Womens,15,1.03,2.25,2023-12-12,28.0,31,2023-12
France,8,Womens,15,1.03,2.25,2023-12-12,28.0,27,2023-12
France,9,Womens,15,1.03,2.25,2023-12-12,28.0,32,2023-12
France,7,Womens,15,1.03,2.25,2023-12-13,28.0,34,2023-12
France,8,Womens,15,1.03,2.25,2023-12-13,28.0,24,2023-12
France,9,Womens,15,1.03,2.25,2023-12-13,28.0,29,2023-12
France,7,Womens,15,1.03,2.25,2023-12-14,28.0,33,2023-12
France,8,Womens,15,1.03,2.25,2023-12-14,28.0,24,2023-12
France,9,Womens,15,1.03,2.25,2023-12-14,28.0,30,2023-12
France,7,Womens,15,1.03,2.25,2023-12-15,28.0,33,2023-12
France,8,Womens,15,1.03,2.25,2023-12-15,28.0,26,2023-12
France,9,Womens,15,1.03,2.25,2023-12-15,28.0,31,2023-12
France,7,Womens,15,1.03,2.25,2023-12-16,28.0,33,2023-12
France,8,Womens,15,1.03,2.25,2023-12-16,28.0,27,2023-12
France,9,Womens,15,1.03,2.25,2023-12-16,28.0,30,2023-12
France,7,Womens,15,1.03,2.25,2023-12-17,28.0,36,2023-12
France,8,Womens,15,1.03,2.25,2023-12-17,28.0,28,2023-12
France,9,Womens,15,1.03,2.25,2023-12-17,28.0,31,2023-12
France,7,Womens,15,1.03,2.25,2023-12-18,28.0,34,2023-12
France,8,Womens,15,1.03,2.25,2023-12-18,28.0,26,2023-12
France,9,Womens,15,1.03,2.25,2023-12-18,28.0,36,2023-12
France,7,Womens,15,1.03,2.25,2023-12-19,28.0,34,2023-12
France,8,Womens,15,1.03,2.25,2023-12-19,28.0,27,2023-12
France,9,Womens,15,1.03,2.25,2023-12-19,28.0,37,2023-12
France,7,Womens,15,1.03,2.25,2023-12-20,28.0,33,2023-12
France,8,Womens,15,1.03,2.25,2023-12-20,28.0,25,2023-12
France,9,Womens,15,1.03,2.25,2023-12-20,28.0,33,2023-12
France,7,Womens,15,1.03,2.25,2023-12-21,28.0,36,2023-12
France,8,Womens,15,1.03,2.25,2023-12-21,28.0,25,2023-12
France,9,Womens,15,1.03,2.25,2023-12-21,28.0,33,2023-12
